počty,LCC,řaz1,řaz2,LCC-kategorie,LCC-slovní vyj.,Thema-znak,Thema-slovní vyj. ang.,Sémantická ztráta,pozn.,THEMA do záznamu (znak),THEMA do záznamu (slovně)
1,HF5548.4.N68,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
4,HF5548.4.O33,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
8,HF5548.4.O57,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
25,HF5548.4.Q39,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
2,HF5548.4.R2,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
1,HF5548.4.S64,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
5,HF5548.4.S85,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
1,HF5548.4.S86,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
3,HF5548.4.S95,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
2,HF5548.5.S65,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
1,HF5548.5.X25,HF,5548,commerce,data processing,KJE,E-commerce: business aspects,NT,,,
1,HF5548.7,HF,5548,commerce,industrial psychology,JMJ,Occupational and industrial psychology,EQS,,,
8,HF5548.8,HF,5548,commerce,industrial psychology,JMJ,Occupational and industrial psychology,EQS,,,
29,HF5549,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.12,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.17,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.C53,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.C75,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.E45,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
2,HF5549.5.I6,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.M3,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
2,HF5549.5.M63,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.P37,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.P4,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.S38,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
8,HF5549.5.T7,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.5.T8,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
3,HF5549.A2,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5549.A23,HF,5549,commerce,personnel management,KJMV2,Personnel and human resources management,EQS,,,
1,HF5601,HF,5601,commerce,accounting,KFC,Accounting,EQT,,,
3,HF5616.C94,HF,5616,commerce,accounting,KFC,Accounting,EQT,,,
1,HF5625.7,HF,5625,commerce,accounting,KFC,Accounting,EQT,,,
1,HF5628,HF,5628,commerce,accounting,KFC,Accounting,EQT,,,
2,HF5630,HF,5630,commerce,accounting,KFCX,Accounting: study and revision guides,EQS,,,
6,HF5636,HF,5636,commerce,accounting,KFC,Accounting,EQT,,,
34,HF5653,HF,5653,commerce,accounting,KFC,Accounting,EQT,,,
7,HF5657.4,HF,5657,commerce,managerial accounting,KFCM,Management accounting and bookkeeping,EQT,,,
2,HF5661,HF,5661,commerce,auditing,KFCM,Management accounting and bookkeeping,BT,,,
7,HF5667,HF,5667,commerce,auditing,KFCM,Management accounting and bookkeeping,BT,,,
1,HF5668,HF,5668,commerce,auditing,KFCM,Management accounting and bookkeeping,BT,,,
3,HF5668.25,HF,5668,commerce,auditing,KFCM,Management accounting and bookkeeping,BT,,,
7,HF5679,HF,5679,commerce,accounting,KFC,Accounting,EQT,,,
1,HF5681.A8,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
6,HF5681.B2,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
1,HF5681.C25,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
2,HF5681.D5,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
1,HF5681.E9,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
1,HF5681.R4,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
1,HF5681.T3,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
5,HF5681.V3,HF,5681,commerce,accounting,KFC,Accounting,BT,,,
1,HF5686.A76,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
3,HF5686.A9,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
5,HF5686.B7,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
2,HF5686.C7,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
5,HF5686.C8,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
1,HF5686.N3,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
2,HF5686.N56,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
1,HF5686.P4,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
1,HF5686.R6,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
1,HF5686.T67,HF,5686,commerce,accounting,KFC,Accounting,BT,,,
5,HF5691,HF,5691,commerce,business mathematics,KJQ,Business mathematics and systems,EQB,,,
10,HF5693.C94,HF,5693,commerce,business mathematics,KJQ,Business mathematics and systems,EQB,,,
5,HF5718,HF,5718,commerce,business communication,KJP,Business communication and presentation,EQB,,,
13,HF5718.22,HF,5718,commerce,business communication,KJP,Business communication and presentation,EQB,,,
3,HF5718.3,HF,5718,commerce,business communication,KJP,Business communication and presentation,EQB,,,
1,HF5718.5,HF,5718,commerce,business communication,KJP,Business communication and presentation,EQB,,,
1,HF5719,HF,5719,commerce,business communication,KJP,Business communication and presentation,EQB,,,
1,HF5725,HF,5725,commerce,business communication,KJP,Business communication and presentation,EQB,,,
4,HF5726,HF,5726,commerce,business communication,KJP,Business communication and presentation,EQB,,,
1,HF5728.C9,HF,5728,commerce,business communication,KJP,Business communication and presentation,EQB,,,
2,HF5728.G3,HF,5728,commerce,business communication,KJP,Business communication and presentation,EQB,,,
1,HF5728.S6,HF,5728,commerce,business communication,KJP,Business communication and presentation,EQB,,,
1,HF5736,HF,5736,commerce,business record management,KJP,Business communication and presentation,BT,,,
1,HF5761,HF,5761,commerce,shipment of goods,KNP,Retail and wholesale industries,BT,,,
3,HF5801,HF,5801,commerce,advertising,KJSA,Advertising,EQT,,,
7,HF5823,HF,5823,commerce,advertising,KJSA,Advertising,EQT,,,
4,HF5825,HF,5825,commerce,advertising,KJSA,Advertising,EQT,,,
1,HF5841,HF,5841,commerce,advertising,KJSA,Advertising,EQT,,,
1,HF5843,HF,5843,commerce,advertising,KJSA,Advertising,EQT,,,
1,HF5845,HF,5845,commerce,advertising,KJSA,Advertising,EQT,,,
2,HF6146.I58,HF,6146,commerce,advertising,KJSA,Advertising,EQT,,,
1,HF6161.A9,HF,6161,commerce,advertising,KJSA,Advertising,EQT,,,
1,HF6161.P33,HF,6161,commerce,advertising,KJSA,Advertising,EQT,,,
1,HF5001-6182.2,HF,5001-6182,commerce,advertising,KJB,Business studies: general,EQS,,,
32,HF5691-5716,HF,5691-5716,commerce,business mathematics,KJQ,Business mathematics and systems,EQB,,,
1,HG1,HG,1,finance,,KFF,Finance,EQT,,,
3,HG11,HG,11,finance,,KFF,Finance,EQT,,,
2,HG37.C94,HG,37,finance,,KFF,Finance,EQT,,,
1,HG101,HG,101,finance,,KFF,Finance,EQT,,,
1,HG104,HG,104,finance,,KFF,Finance,EQT,,,
7,HG106,HG,106,finance,,KFF,Finance,EQT,,,
1,HG151,HG,151,finance,,KFF,Finance,EQT,,,
6,HG173,HG,173,finance,,KFF,Finance,EQT,,,
2,HG173.6.C94,HG,173,finance,,KFF,Finance,EQT,,,
2,HG176.5,HG,176,finance,,KFF,Finance,EQT,,,
1,HG176.7,HG,176,finance,,KFF,Finance,EQT,,,
4,HG177,HG,177,finance,,KFF,Finance,EQT,,,
13,HG179,HG,179,finance,personal finance,VSB,personal finance,EQT,,,
1,HG184.N5,HG,184,finance,,KFF,Finance,EQT,,,
1,HG186.G7,HG,186,finance,,KFF,Finance,EQT,,,
1,HG216,HG,216,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
1,HG220.A2,HG,220,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
6,HG221,HG,221,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
1,HG226,HG,226,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
5,HG229,HG,229,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
1,HG230.3,HG,230,finance,monetary policy,KCBM,Monetary economics,BT,,,
1,HG925,HG,925,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
2,HG930.5,HG,930,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
1,HG970.3,HG,970,finance,money,KFFJ,Currency / Foreign exchange,EQB,,,
1,HG1505,HG,1505,finance,banking,KFFK,Banking,EQT,,,
2,HG1513.E85,HG,1513,finance,banking,KFFK,Banking,EQT,,,
1,HG1581,HG,1581,finance,banking,KFFK,Banking,EQT,,,
1,HG1601,HG,1601,finance,banking,KFFK,Banking,EQT,,,
4,HG1607.C9,HG,1607,finance,banking,KFFK,Banking,EQT,,,
8,HG1607.C94,HG,1607,finance,banking,KFFK,Banking,EQT,,,
4,HG1615,HG,1615,finance,banking,KFFK,Banking,EQT,,,
1,HG1626,HG,1626,finance,banking,KFFK,Banking,EQT,,,
2,HG1689,HG,1689,finance,banking,KFFK,Banking,EQT,,,
1,HG1692,HG,1692,finance,banking,KFFK,Banking,EQT,,,
1,HG1707,HG,1707,finance,banking,KFFK,Banking,EQT,,,
2,HG1709,HG,1709,finance,banking,KFFK,Banking,EQT,,,
20,HG1710,HG,1710,finance,banking,KFFK,Banking,EQT,,,
2,HG1723,HG,1723,finance,banking,KFFK,Banking,EQT,,,
1,HG1886,HG,1886,finance,banking,KFFK,Banking,EQT,,,
1,HG2040.15,HG,2040,finance,banking,KFFK,Banking,EQT,,,
2,HG2974,HG,2974,finance,banking,KFFK,Banking,EQT,,,
5,HG3020.3.A7,HG,3020,finance,banking,KFFK,Banking,EQT,,,
3,HG3701,HG,3701,finance,credit,KFFL,Credit and credit institutions,EQB,,,
1,HG3705,HG,3705,finance,credit,KFFL,Credit and credit institutions,EQB,,,
1,HG3751.5,HG,3751,finance,credit,KFFL,Credit and credit institutions,EQB,,,
1,HG3753,HG,3753,finance,credit,KFFL,Credit and credit institutions,EQB,,,
1,HG3754.C94,HG,3754,finance,credit,KFFL,Credit and credit institutions,EQB,,,
2,HG3755.7,HG,3755,finance,credit,KFFL,Credit and credit institutions,EQB,,,
1,HG3815,HG,3815,finance,foreign exchange,KFFJ,Currency / Foreign exchange,EQB,,,
3,HG3851,HG,3851,finance,foreign exchange,KFFJ,Currency / Foreign exchange,EQB,,,
1,HG3853,HG,3853,finance,foreign exchange,KFFJ,Currency / Foreign exchange,EQB,,,
5,HG3881,HG,3881,finance,foreign exchange,KFFJ,Currency / Foreign exchange,EQB,,,
1,HG3881.5.W57,HG,3881,finance,foreign exchange,KFFJ,Currency / Foreign exchange,EQB,,,
2,HG4011,HG,4011,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
1,HG4015,HG,4015,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
41,HG4026,HG,4026,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
1,HG4027.3,HG,4027,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
1,HG4027.6,HG,4027,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
1,HG4027.7,HG,4027,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
2,HG4028.C4,HG,4028,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
2,HG4028.C45,HG,4028,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
1,HG4028.P7,HG,4028,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
4,HG4028.V3,HG,4028,finance,financial management,KJMV1,Budgeting and financial management,EQB,,,
1,HG4501,HG,4501,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4508,HG,4508,finance,investment,KFFM,Investment and securities,EQB,,,
2,HG4513,HG,4513,finance,investment,KFFM,Investment and securities,EQB,,,
2,HG4515,HG,4515,finance,investment,KFFM,Investment and securities,EQB,,,
2,HG4515.13,HG,4515,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4515.15,HG,4515,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4515.2,HG,4515,finance,investment,KFFM,Investment and securities,EQB,,,
3,HG4515.3,HG,4515,finance,investment,KFFM,Investment and securities,EQB,,,
2,HG4515.5,HG,4515,finance,investment,KFFM,Investment and securities,EQB,,,
15,HG4521,HG,4521,finance,investment,KFFM,Investment and securities,EQB,,,
6,HG4523,HG,4523,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4527,HG,4527,finance,investment,KFFM,Investment and securities,EQB,,,
6,HG4529,HG,4529,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4530,HG,4530,finance,investment,KFFM,Investment and securities,EQB,,,
8,HG4551,HG,4551,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4621,HG,4621,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4651,HG,4651,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4751,HG,4751,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG4910,HG,4910,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG5430.5.A3,HG,5430,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG6024.3,HG,6024,finance,investment,KFFM,Investment and securities,EQB,,,
3,HG6024.A3,HG,6024,finance,investment,KFFM,Investment and securities,EQB,,,
2,HG6041,HG,6041,finance,investment,KFFM,Investment and securities,EQB,,,
3,HG6046,HG,6046,finance,investment,KFFM,Investment and securities,EQB,,,
1,HG8054.5,HG,8054,finance,insurence,KFFN,Insurance and actuarial studies,EQB,,,
3,HG8781,HG,8781,finance,insurence,KFFN,Insurance and actuarial studies,EQB,,,
1,HG9994,HG,9994,finance,insurence,KFFN,Insurance and actuarial studies,EQB,,,
2,HJ141,HJ,141,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ191,HJ,191,public finance,,KFFD,Public finance and taxation,EQB,,,
2,HJ191.C9,HJ,191,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ191.C94,HJ,191,public finance,,KFFD,Public finance and taxation,EQB,,,
2,HJ257.2,HJ,257,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ1070,HJ,1070,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ2599.55,HJ,2599,public finance,,KFFD,Public finance and taxation,EQB,,,
19,HJ2640,HJ,2640,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ2808,HJ,2808,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ4113,HJ,4113,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ4125.94,HJ,4125,public finance,,KFFD,Public finance and taxation,EQB,,,
2,HJ4638,HJ,4638,public finance,,KFFD,Public finance and taxation,EQB,,,
8,HJ4714,HJ,4714,public finance,,KFFD,Public finance and taxation,EQB,,,
4,HJ5715.C94,HJ,5715,public finance,,KFFD,Public finance and taxation,EQB,,,
1,HJ6605,HJ,6605,public finance,,KFFD,Public finance and taxation,EQB,,,
2,HJ9451,HJ,9451,public finance,,KFFD,Public finance and taxation,EQB,,,
